col1,col2,col3,ans
123,560,478,5
120,563,478,6
102,563,478,7
12,563,478,8
512,63,478,9
512,603,478,10
512,630,478,11
510,632,478,12
501,632,478,13
51,632,478,14
651,32,478,15
651,302,478,16
651,372,408,17
651,372,48,18
651,72,348,19
51,672,348,20
123,456,780,0
123,450,786,1
120,453,786,2
102,453,786,3
152,403,786,4
152,43,786,5
152,743,86,6
152,743,806,7
152,703,846,8
152,730,846,9
152,736,840,10
152,736,804,11
152,706,834,12
152,760,834,13
150,762,834,14
105,762,834,15
15,762,834,16
715,62,834,17
715,862,34,18
715,862,304,19
715,802,364,20
705,812,364,21
750,812,364,22
123,456,780,0
123,456,708,1
123,456,78,2
123,56,478,3
23,156,478,4
203,156,478,5
230,156,478,6
236,150,478,7
236,105,478,8
236,175,408,9
236,175,480,10
236,170,485,11
236,107,485,12
236,17,485,13
236,417,85,14
236,417,805,15
236,417,850,16
236,410,857,17
236,401,857,18
236,41,857,19
36,241,857,20
306,241,857,21
360,241,857,22
361,240,857,23
361,204,857,24
123,456,780,0
123,450,786,1
123,405,786,2
123,45,786,3
123,745,86,4
123,745,806,5
123,705,846,6
103,725,846,7
13,725,846,8
713,25,846,9
713,205,846,10
703,215,846,11
730,215,846,12
735,210,846,13
735,216,840,14
735,216,804,15
735,206,814,16
735,26,814,17
735,826,14,18
735,826,104,19
735,806,124,20
123,456,780,0
123,456,708,1
123,456,78,2
123,56,478,3
123,506,478,4
123,560,478,5
120,563,478,6
102,563,478,7
12,563,478,8
512,63,478,9
512,603,478,10
512,673,408,11
512,673,480,12
512,670,483,13
510,672,483,14
501,672,483,15
51,672,483,16
651,72,483,17
651,472,83,18
651,472,803,19
651,402,873,20
651,42,873,21
651,842,73,22
651,842,703,23
651,842,730,24
123,456,780,0
123,450,786,1
120,453,786,2
102,453,786,3
152,403,786,4
152,43,786,5
152,743,86,6
152,743,806,7
152,703,846,8
152,730,846,9
152,736,840,10
152,736,804,11
152,736,84,12
152,36,784,13
152,306,784,14
102,356,784,15
12,356,784,16
312,56,784,17
312,506,784,18
312,586,704,19
312,586,74,20
312,86,574,21
312,806,574,22
312,860,574,23
310,862,574,24
301,862,574,25
31,862,574,26
123,456,780,0
123,456,708,1
123,406,758,2
123,46,758,3
123,746,58,4
123,746,508,5
123,706,548,6
103,726,548,7
130,726,548,8
136,720,548,9
136,702,548,10
136,72,548,11
36,172,548,12
306,172,548,13
360,172,548,14
362,170,548,15
362,178,540,16
362,178,504,17
362,108,574,18
362,18,574,19
62,318,574,20
602,318,574,21
620,318,574,22
628,310,574,23
628,301,574,24
123,456,780,0
123,450,786,1
123,405,786,2
123,45,786,3
123,745,86,4
123,745,806,5
123,745,860,6
123,740,865,7
123,704,865,8
123,74,865,9
23,174,865,10
203,174,865,11
273,104,865,12
273,164,805,13
273,164,85,14
273,64,185,15
273,604,185,16
273,640,185,17
270,643,185,18
207,643,185,19
27,643,185,20
627,43,185,21
627,403,185,22
627,430,185,23
627,435,180,24
627,435,108,25
627,405,138,26
123,456,780,0
123,456,708,1
123,456,78,2
123,56,478,3
123,506,478,4
123,560,478,5
123,568,470,6
123,568,407,7
123,568,47,8
123,68,547,9
123,608,547,10
103,628,547,11
130,628,547,12
138,620,547,13
138,602,547,14
138,642,507,15
138,642,570,16
138,640,572,17
138,604,572,18
138,64,572,19
38,164,572,20
308,164,572,21
380,164,572,22
384,160,572,23
384,106,572,24
123,456,780,0
123,456,708,1
123,406,758,2
103,426,758,3
13,426,758,4
413,26,758,5
413,726,58,6
413,726,508,7
413,726,580,8
413,720,586,9
413,702,586,10
403,712,586,11
43,712,586,12
743,12,586,13
743,512,86,14
743,512,806,15
743,512,860,16
743,510,862,17
740,513,862,18
704,513,862,19
74,513,862,20
574,13,862,21
574,813,62,22
574,813,602,23
574,803,612,24
123,456,780,0
123,450,786,1
123,405,786,2
103,425,786,3
130,425,786,4
135,420,786,5
135,402,786,6
135,42,786,7
35,142,786,8
305,142,786,9
350,142,786,10
352,140,786,11
352,104,786,12
352,184,706,13
352,184,76,14
352,84,176,15
52,384,176,16
502,384,176,17
520,384,176,18
524,380,176,19
524,308,176,20
524,378,106,21
524,378,16,22
524,78,316,23
24,578,316,24
204,578,316,25
274,508,316,26
123,456,780,0
123,450,786,1
123,405,786,2
103,425,786,3
13,425,786,4
413,25,786,5
413,725,86,6
413,725,806,7
413,725,860,8
413,720,865,9
410,723,865,10
401,723,865,11
41,723,865,12
741,23,865,13
741,823,65,14
741,823,605,15
741,803,625,16
741,830,625,17
740,831,625,18
704,831,625,19
74,831,625,20
874,31,625,21
874,301,625,22
123,456,780,0
123,456,708,1
123,456,78,2
123,56,478,3
123,506,478,4
103,526,478,5
13,526,478,6
513,26,478,7
513,206,478,8
513,276,408,9
513,276,48,10
513,76,248,11
13,576,248,12
103,576,248,13
173,506,248,14
123,456,780,0
123,450,786,1
123,405,786,2
123,485,706,3
123,485,76,4
123,85,476,5
23,185,476,6
203,185,476,7
230,185,476,8
235,180,476,9
235,108,476,10
235,178,406,11
235,178,46,12
235,78,146,13
35,278,146,14
305,278,146,15
375,208,146,16
375,248,106,17
375,248,16,18
375,48,216,19
75,348,216,20
123,456,780,0
123,456,708,1
123,406,758,2
103,426,758,3
13,426,758,4
413,26,758,5
413,206,758,6
403,216,758,7
430,216,758,8
436,210,758,9
436,218,750,10
436,218,705,11
436,218,75,12
436,18,275,13
436,108,275,14
436,178,205,15
436,178,250,16
436,170,258,17
436,107,258,18
406,137,258,19
460,137,258,20
467,130,258,21
467,138,250,22
467,138,205,23
467,138,25,24
123,456,780,0
123,450,786,1
120,453,786,2
102,453,786,3
152,403,786,4
152,43,786,5
152,743,86,6
152,743,806,7
152,743,860,8
152,740,863,9
150,742,863,10
105,742,863,11
145,702,863,12
145,762,803,13
145,762,830,14
145,760,832,15
140,765,832,16
104,765,832,17
14,765,832,18
714,65,832,19
714,605,832,20
714,650,832,21
710,654,832,22
701,654,832,23
71,654,832,24
123,456,780,0
123,456,708,1
123,456,78,2
123,56,478,3
123,506,478,4
103,526,478,5
130,526,478,6
136,520,478,7
136,528,470,8
136,528,407,9
136,508,427,10
136,580,427,11
130,586,427,12
103,586,427,13
183,506,427,14
183,56,427,15
83,156,427,16
123,456,780,0
123,456,708,1
123,406,758,2
123,460,758,3
120,463,758,4
102,463,758,5
12,463,758,6
412,63,758,7
412,763,58,8
412,763,508,9
412,703,568,10
412,730,568,11
412,738,560,12
412,738,506,13
412,708,536,14
402,718,536,15
42,718,536,16
742,18,536,17
742,518,36,18
742,518,306,19
742,518,360,20
742,510,368,21
740,512,368,22
704,512,368,23
74,512,368,24
123,456,780,0
123,456,708,1
123,456,78,2
123,56,478,3
123,506,478,4
103,526,478,5
130,526,478,6
136,520,478,7
136,528,470,8
136,528,407,9
136,508,427,10
136,58,427,11
136,458,27,12
136,458,207,13
136,408,257,14
136,480,257,15
130,486,257,16
123,456,780,0
123,450,786,1
120,453,786,2
102,453,786,3
152,403,786,4
152,483,706,5
152,483,760,6
152,480,763,7
150,482,763,8
105,482,763,9
185,402,763,10
185,42,763,11
85,142,763,12
805,142,763,13
845,102,763,14
845,12,763,15
845,712,63,16
845,712,603,17
845,712,630,18
845,710,632,19
840,715,632,20
804,715,632,21
814,705,632,22
123,456,780,0
123,456,708,1
123,456,78,2
123,56,478,3
123,506,478,4
103,526,478,5
130,526,478,6
136,520,478,7
136,528,470,8
136,528,407,9
136,528,47,10
136,28,547,11
136,208,547,12
106,238,547,13
160,238,547,14
168,230,547,15
168,203,547,16
168,243,507,17
168,243,57,18
168,43,257,19
68,143,257,20
608,143,257,21
648,103,257,22
648,153,207,23
648,153,270,24
648,150,273,25
640,158,273,26
123,456,780,0
123,450,786,1
123,405,786,2
103,425,786,3
130,425,786,4
135,420,786,5
135,426,780,6
135,426,708,7
135,406,728,8
135,46,728,9
135,746,28,10
135,746,208,11
135,706,248,12
105,736,248,13
15,736,248,14
715,36,248,15
715,306,248,16
705,316,248,17
750,316,248,18
756,310,248,19
756,318,240,20
756,318,204,21
756,308,214,22
756,38,214,23
756,238,14,24
123,456,780,0
123,450,786,1
120,453,786,2
102,453,786,3
12,453,786,4
412,53,786,5
412,753,86,6
412,753,806,7
412,753,860,8
412,750,863,9
410,752,863,10
401,752,863,11
451,702,863,12
451,72,863,13
451,872,63,14
451,872,603,15
451,872,630,16
451,870,632,17
450,871,632,18
405,871,632,19
475,801,632,20
475,81,632,21
475,681,32,22
475,681,302,23
475,681,320,24
475,680,321,25
470,685,321,26
407,685,321,27
487,605,321,28
123,456,780,0
123,450,786,1
123,405,786,2
103,425,786,3
13,425,786,4
413,25,786,5
413,725,86,6
413,725,806,7
413,705,826,8
403,715,826,9
430,715,826,10
435,710,826,11
435,701,826,12
405,731,826,13
45,731,826,14
745,31,826,15
745,831,26,16
745,831,206,17
745,831,260,18
745,830,261,19
745,803,261,20
745,83,261,21
745,283,61,22
745,283,601,23
745,203,681,24
705,243,681,25
750,243,681,26
123,456,780,0
123,456,708,1
123,456,78,2
123,56,478,3
23,156,478,4
203,156,478,5
253,106,478,6
253,176,408,7
253,176,48,8
253,76,148,9
53,276,148,10
503,276,148,11
573,206,148,12
573,260,148,13
570,263,148,14
507,263,148,15
567,203,148,16
567,230,148,17
567,238,140,18
567,238,104,19
567,238,14,20
567,38,214,21
67,538,214,22
607,538,214,23
670,538,214,24
678,530,214,25
678,534,210,26
123,456,780,0
123,456,708,1
123,456,78,2
123,56,478,3
123,506,478,4
103,526,478,5
130,526,478,6
136,520,478,7
136,528,470,8
136,528,407,9
136,508,427,10
106,538,427,11
16,538,427,12
516,38,427,13
516,438,27,14
516,438,207,15
516,408,237,16
506,418,237,17
560,418,237,18
568,410,237,19
568,401,237,20
568,41,237,21
568,241,37,22
568,241,307,23
568,241,370,24
568,240,371,25
568,204,371,26
568,24,371,27
68,524,371,28
123,456,780,0
123,456,708,1
123,406,758,2
103,426,758,3
130,426,758,4
136,420,758,5
136,428,750,6
136,428,705,7
136,428,75,8
136,28,475,9
36,128,475,10
306,128,475,11
326,108,475,12
326,178,405,13
326,178,450,14
326,170,458,15
326,107,458,16
123,456,780,0
123,450,786,1
123,405,786,2
123,485,706,3
123,485,76,4
123,85,476,5
23,185,476,6
203,185,476,7
230,185,476,8
235,180,476,9
235,108,476,10
235,178,406,11
235,178,460,12
235,170,468,13
235,107,468,14
235,17,468,15
35,217,468,16
305,217,468,17
315,207,468,18
315,27,468,19
315,427,68,20
315,427,608,21
315,407,628,22
315,47,628,23
15,347,628,24
105,347,628,25
150,347,628,26
123,456,780,0
123,450,786,1
123,405,786,2
123,45,786,3
23,145,786,4
203,145,786,5
243,105,786,6
243,185,706,7
243,185,76,8
243,85,176,9
243,805,176,10
203,845,176,11
23,845,176,12
823,45,176,13
823,405,176,14
823,475,106,15
823,475,160,16
823,470,165,17
820,473,165,18
802,473,165,19
872,403,165,20
872,430,165,21
872,435,160,22
872,435,106,23
872,405,136,24
123,456,780,0
123,450,786,1
123,405,786,2
123,485,706,3
123,485,760,4
123,480,765,5
120,483,765,6
102,483,765,7
182,403,765,8
182,43,765,9
82,143,765,10
802,143,765,11
820,143,765,12
823,140,765,13
823,104,765,14
803,124,765,15
830,124,765,16
834,120,765,17
834,102,765,18
834,162,705,19
834,162,750,20
834,160,752,21
830,164,752,22
803,164,752,23
863,104,752,24
123,456,780,0
123,450,786,1
123,405,786,2
123,45,786,3
23,145,786,4
203,145,786,5
243,105,786,6
243,185,706,7
243,185,76,8
243,85,176,9
243,805,176,10
243,875,106,11
243,875,160,12
243,870,165,13
243,807,165,14
243,867,105,15
243,867,15,16
243,67,815,17
43,267,815,18
403,267,815,19
430,267,815,20
437,260,815,21
437,265,810,22
123,456,780,0
123,456,708,1
123,406,758,2
123,460,758,3
120,463,758,4
102,463,758,5
162,403,758,6
162,430,758,7
162,438,750,8
162,438,705,9
162,408,735,10
102,468,735,11
120,468,735,12
128,460,735,13
128,406,735,14
128,46,735,15
128,746,35,16
128,746,305,17
128,706,345,18
128,76,345,19
28,176,345,20
208,176,345,21
278,106,345,22
278,146,305,23
278,146,35,24
278,46,135,25
78,246,135,26
123,456,780,0
123,450,786,1
123,405,786,2
123,45,786,3
123,745,86,4
123,745,806,5
123,705,846,6
123,75,846,7
23,175,846,8
203,175,846,9
273,105,846,10
273,150,846,11
270,153,846,12
207,153,846,13
257,103,846,14
257,143,806,15
257,143,860,16
257,140,863,17
257,104,863,18
123,456,780,0
123,456,708,1
123,406,758,2
123,46,758,3
23,146,758,4
203,146,758,5
230,146,758,6
236,140,758,7
236,104,758,8
236,14,758,9
236,714,58,10
236,714,508,11
236,704,518,12
206,734,518,13
26,734,518,14
726,34,518,15
726,304,518,16
726,340,518,17
726,348,510,18
726,348,501,19
726,348,51,20
123,456,780,0
123,456,708,1
123,456,78,2
123,56,478,3
123,506,478,4
123,560,478,5
120,563,478,6
102,563,478,7
162,503,478,8
162,573,408,9
162,573,480,10
162,570,483,11
160,572,483,12
106,572,483,13
176,502,483,14
176,52,483,15
176,452,83,16
176,452,803,17
176,402,853,18
176,42,853,19
176,842,53,20
176,842,503,21
176,842,530,22
123,456,780,0
123,450,786,1
123,405,786,2
103,425,786,3
13,425,786,4
413,25,786,5
413,205,786,6
413,285,706,7
413,285,76,8
413,85,276,9
13,485,276,10
103,485,276,11
130,485,276,12
135,480,276,13
135,408,276,14
135,478,206,15
135,478,260,16
135,470,268,17
130,475,268,18
103,475,268,19
173,405,268,20
123,456,780,0
123,450,786,1
120,453,786,2
102,453,786,3
152,403,786,4
152,483,706,5
152,483,76,6
152,83,476,7
52,183,476,8
502,183,476,9
520,183,476,10
523,180,476,11
523,108,476,12
523,178,406,13
523,178,46,14
523,78,146,15
523,708,146,16
523,748,106,17
523,748,16,18
123,456,780,0
123,456,708,1
123,406,758,2
103,426,758,3
130,426,758,4
136,420,758,5
136,428,750,6
136,428,705,7
136,408,725,8
136,480,725,9
130,486,725,10
103,486,725,11
183,406,725,12
183,46,725,13
183,746,25,14
183,746,205,15
183,706,245,16
123,456,780,0
123,450,786,1
120,453,786,2
102,453,786,3
152,403,786,4
152,483,706,5
152,483,76,6
152,83,476,7
152,803,476,8
152,873,406,9
152,873,460,10
152,870,463,11
152,807,463,12
152,867,403,13
152,867,43,14
152,67,843,15
52,167,843,16
502,167,843,17
520,167,843,18
527,160,843,19
527,106,843,20
527,146,803,21
527,146,83,22
527,46,183,23
527,406,183,24
527,486,103,25
527,486,13,26
123,456,780,0
123,456,708,1
123,406,758,2
123,46,758,3
23,146,758,4
203,146,758,5
230,146,758,6
236,140,758,7
236,104,758,8
206,134,758,9
26,134,758,10
126,34,758,11
126,734,58,12
126,734,508,13
126,704,538,14
126,74,538,15
26,174,538,16
206,174,538,17
276,104,538,18
276,14,538,19
276,514,38,20
276,514,308,21
276,514,380,22
276,510,384,23
270,516,384,24
123,456,780,0
123,456,708,1
123,456,78,2
123,56,478,3
23,156,478,4
203,156,478,5
253,106,478,6
253,160,478,7
253,168,470,8
253,168,407,9
253,168,47,10
253,68,147,11
253,608,147,12
253,680,147,13
253,687,140,14
253,687,104,15
253,687,14,16
253,87,614,17
53,287,614,18
503,287,614,19
583,207,614,20
583,27,614,21
583,627,14,22
583,627,104,23
583,607,124,24
583,670,124,25
580,673,124,26
123,456,780,0
123,456,708,1
123,456,78,2
123,56,478,3
23,156,478,4
203,156,478,5
253,106,478,6
253,176,408,7
253,176,480,8
253,170,486,9
250,173,486,10
205,173,486,11
275,103,486,12
275,183,406,13
275,183,460,14
275,180,463,15
275,108,463,16
275,18,463,17
275,418,63,18
275,418,603,19
275,408,613,20
275,480,613,21
275,483,610,22
123,456,780,0
123,450,786,1
120,453,786,2
102,453,786,3
12,453,786,4
412,53,786,5
412,753,86,6
412,753,806,7
412,753,860,8
412,750,863,9
412,705,863,10
412,75,863,11
412,875,63,12
412,875,603,13
412,805,673,14
412,850,673,15
410,852,673,16
401,852,673,17
41,852,673,18
841,52,673,19
841,502,673,20
123,456,780,0
123,456,708,1
123,456,78,2
123,56,478,3
23,156,478,4
203,156,478,5
253,106,478,6
253,176,408,7
253,176,48,8
253,76,148,9
53,276,148,10
503,276,148,11
530,276,148,12
536,270,148,13
536,207,148,14
536,27,148,15
536,127,48,16
536,127,408,17
536,107,428,18
506,137,428,19
560,137,428,20
123,456,780,0
123,450,786,1
123,405,786,2
123,45,786,3
23,145,786,4
203,145,786,5
243,105,786,6
243,15,786,7
243,715,86,8
243,715,806,9
243,715,860,10
243,710,865,11
240,713,865,12
204,713,865,13
214,703,865,14
214,73,865,15
14,273,865,16
104,273,865,17
174,203,865,18
174,263,805,19
174,263,85,20
174,63,285,21
74,163,285,22
704,163,285,23
764,103,285,24
123,456,780,0
123,450,786,1
123,405,786,2
123,485,706,3
123,485,760,4
123,480,765,5
120,483,765,6
102,483,765,7
12,483,765,8
412,83,765,9
412,803,765,10
412,863,705,11
412,863,75,12
412,63,875,13
412,603,875,14
412,630,875,15
412,635,870,16
412,635,807,17
412,605,837,18
412,650,837,19
410,652,837,20
401,652,837,21
41,652,837,22
641,52,837,23
641,852,37,24
123,456,780,0
123,456,708,1
123,406,758,2
123,46,758,3
123,746,58,4
123,746,508,5
123,746,580,6
123,740,586,7
123,704,586,8
103,724,586,9
13,724,586,10
713,24,586,11
713,524,86,12
713,524,806,13
713,504,826,14
703,514,826,15
730,514,826,16
734,510,826,17
734,516,820,18
734,516,802,19
734,506,812,20
704,536,812,21
74,536,812,22
574,36,812,23
574,306,812,24
123,456,780,0
123,450,786,1
123,405,786,2
123,485,706,3
123,485,76,4
123,85,476,5
23,185,476,6
203,185,476,7
230,185,476,8
235,180,476,9
235,108,476,10
235,18,476,11
35,218,476,12
305,218,476,13
315,208,476,14
315,278,406,15
315,278,46,16
315,78,246,17
15,378,246,18
105,378,246,19
150,378,246,20
158,370,246,21
158,376,240,22
123,456,780,0
123,450,786,1
123,405,786,2
123,45,786,3
123,745,86,4
123,745,806,5
123,745,860,6
123,740,865,7
123,704,865,8
123,74,865,9
123,874,65,10
123,874,605,11
123,874,650,12
123,870,654,13
123,807,654,14
103,827,654,15
130,827,654,16
137,820,654,17
137,824,650,18
137,824,605,19
137,804,625,20
137,84,625,21
37,184,625,22
307,184,625,23
387,104,625,24
123,456,780,0
123,456,708,1
123,456,78,2
123,56,478,3
123,506,478,4
123,576,408,5
123,576,480,6
123,570,486,7
123,507,486,8
123,587,406,9
123,587,46,10
123,87,546,11
123,807,546,12
123,870,546,13
123,876,540,14
123,876,504,15
123,806,574,16
123,860,574,17
120,863,574,18
102,863,574,19
12,863,574,20
812,63,574,21
812,603,574,22
812,630,574,23
812,634,570,24
123,456,780,0
123,450,786,1
123,405,786,2
123,45,786,3
123,745,86,4
123,745,806,5
123,745,860,6
123,740,865,7
120,743,865,8
102,743,865,9
142,703,865,10
142,73,865,11
42,173,865,12
402,173,865,13
420,173,865,14
423,170,865,15
423,107,865,16
423,167,805,17
423,167,850,18
423,160,857,19
420,163,857,20
402,163,857,21
462,103,857,22
462,153,807,23
462,153,87,24
123,456,780,0
123,450,786,1
123,405,786,2
123,485,706,3
123,485,76,4
123,85,476,5
23,185,476,6
203,185,476,7
230,185,476,8
235,180,476,9
235,186,470,10
235,186,407,11
235,106,487,12
235,160,487,13
235,167,480,14
235,167,408,15
235,107,468,16
235,17,468,17
235,417,68,18
235,417,608,19
235,407,618,20
123,456,780,0
123,450,786,1
120,453,786,2
102,453,786,3
12,453,786,4
412,53,786,5
412,503,786,6
412,530,786,7
412,536,780,8
412,536,708,9
412,506,738,10
402,516,738,11
420,516,738,12
426,510,738,13
426,518,730,14
426,518,703,15
426,518,73,16
426,18,573,17
426,108,573,18
426,180,573,19
420,186,573,20
402,186,573,21
482,106,573,22
123,456,780,0
123,450,786,1
120,453,786,2
102,453,786,3
152,403,786,4
152,430,786,5
152,436,780,6
152,436,708,7
152,406,738,8
152,460,738,9
150,462,738,10
105,462,738,11
165,402,738,12
165,42,738,13
165,742,38,14
165,742,308,15
165,742,380,16
165,740,382,17
160,745,382,18
106,745,382,19
146,705,382,20
146,785,302,21
146,785,32,22
123,456,780,0
123,450,786,1
123,405,786,2
123,45,786,3
123,745,86,4
123,745,806,5
123,705,846,6
123,75,846,7
23,175,846,8
203,175,846,9
273,105,846,10
273,15,846,11
273,815,46,12
273,815,406,13
273,805,416,14
273,850,416,15
273,856,410,16
273,856,401,17
273,806,451,18
273,860,451,19
270,863,451,20
207,863,451,21
27,863,451,22
827,63,451,23
827,463,51,24
827,463,501,25
827,463,510,26
123,456,780,0
123,450,786,1
120,453,786,2
102,453,786,3
12,453,786,4
412,53,786,5
412,753,86,6
412,753,806,7
412,703,856,8
412,73,856,9
12,473,856,10
102,473,856,11
172,403,856,12
172,430,856,13
172,436,850,14
172,436,805,15
172,406,835,16
172,460,835,17
170,462,835,18
107,462,835,19
17,462,835,20
417,62,835,21
417,602,835,22
123,456,780,0
123,450,786,1
123,405,786,2
103,425,786,3
13,425,786,4
413,25,786,5
413,725,86,6
413,725,806,7
413,705,826,8
403,715,826,9
430,715,826,10
435,710,826,11
435,701,826,12
405,731,826,13
45,731,826,14
745,31,826,15
745,831,26,16
745,831,206,17
745,801,236,18
745,81,236,19
45,781,236,20
405,781,236,21
450,781,236,22
123,456,780,0
123,450,786,1
123,405,786,2
103,425,786,3
13,425,786,4
413,25,786,5
413,205,786,6
413,285,706,7
413,285,760,8
413,280,765,9
410,283,765,10
401,283,765,11
481,203,765,12
481,230,765,13
481,235,760,14
481,235,706,15
481,235,76,16
481,35,276,17
81,435,276,18
801,435,276,19
831,405,276,20
831,475,206,21
831,475,260,22
123,456,780,0
123,450,786,1
120,453,786,2
102,453,786,3
152,403,786,4
152,483,706,5
152,483,76,6
152,83,476,7
52,183,476,8
502,183,476,9
582,103,476,10
582,173,406,11
582,173,460,12
582,170,463,13
582,107,463,14
582,167,403,15
582,167,43,16
582,67,143,17
82,567,143,18
802,567,143,19
820,567,143,20
827,560,143,21
827,506,143,22
123,456,780,0
123,456,708,1
123,406,758,2
123,460,758,3
120,463,758,4
102,463,758,5
12,463,758,6
412,63,758,7
412,603,758,8
402,613,758,9
420,613,758,10
